Image Path,Resolution,Detected Objects,Inference Time
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006908.jpg,640x448,"1 person, 1 chair, 1 potted plant, 1 vase",447.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006913.jpg,480x640,2 giraffes,442.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006923.jpg,448x640,2 clocks,460.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006939.jpg,512x640,"1 person, 2 trucks",479.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006947.jpg,384x640,"5 persons, 1 frisbee, 1 baseball bat, 1 baseball glove",435.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006969.jpg,640x448,"1 person, 2 traffic lights",385.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006984.jpg,640x448,"4 persons, 1 surfboard",450.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000006989.jpg,448x640,5 zebras,426.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007038.jpg,640x448,(no detections),502.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007039.jpg,448x640,"1 person, 1 pizza",465.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007101.jpg,480x640,5 zebras,436.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007111.jpg,448x640,"3 bananas, 2 oranges",471.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007113.jpg,480x640,3 giraffes,478.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007127.jpg,480x640,"1 spoon, 1 pizza",448.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007131.jpg,640x448,"1 person, 1 skateboard",454.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007136.jpg,640x480,"1 person, 1 potted plant, 2 cell phones",458.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007171.jpg,416x640,"1 person, 1 sports ball, 1 tennis racket",411.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007173.jpg,480x640,"2 persons, 1 dog",426.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007186.jpg,480x640,"1 tv, 2 mouses, 1 keyboard",589.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007188.jpg,480x640,1 cat,412.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007190.jpg,480x640,3 cars,422.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007209.jpg,448x640,"3 persons, 1 train, 2 backpacks",473.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007226.jpg,448x640,"3 persons, 2 motorcycles, 1 truck",494.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007236.jpg,448x640,"1 person, 2 cups, 1 spoon, 3 bowls, 3 sandwichs, 4 carrots, 1 dining table",575.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007242.jpg,480x640,1 airplane,520.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007266.jpg,512x640,(no detections),447.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007273.jpg,544x640,2 persons,467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007292.jpg,480x640,"5 airplanes, 2 trucks",505.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007295.jpg,640x640,"1 banana, 4 apples, 9 oranges, 6 carrots",448.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007312.jpg,480x640,"1 person, 1 skis",547.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007321.jpg,640x448,"2 bottles, 1 toilet, 1 sink",425.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007322.jpg,640x448,"1 person, 1 skateboard",512.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007323.jpg,640x512,1 pizza,430.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007324.jpg,640x480,"4 bottles, 1 cup, 1 bowl, 1 sink, 1 toothbrush",457.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007330.jpg,448x640,3 horses,414.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007334.jpg,544x640,"1 person, 1 surfboard",535.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007339.jpg,480x640,"1 car, 1 bus, 1 stop sign",490.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007346.jpg,480x640,"6 persons, 2 ties, 4 wine glasss, 1 potted plant, 1 dining table",539.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007362.jpg,512x640,"1 motorcycle, 1 cat",462.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007368.jpg,480x640,"1 person, 1 dog",498.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007372.jpg,448x640,2 birds,436.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007388.jpg,480x640,"1 cat, 2 cups",377.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007390.jpg,480x640,"2 persons, 1 bottle, 2 wine glasss, 1 knife, 1 oven",421.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007399.jpg,480x640,"18 persons, 1 boat, 1 cow, 1 umbrella, 1 bottle",452.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007404.jpg,448x640,"1 person, 1 tv, 1 remote, 1 vase",473.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007410.jpg,480x640,"1 person, 1 horse",475.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007426.jpg,480x640,4 cows,466.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007435.jpg,480x640,"2 persons, 1 sports ball, 1 tennis racket",515.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007436.jpg,448x640,"1 person, 2 frisbees",418.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007441.jpg,480x640,"4 persons, 3 ties, 3 tennis rackets",458.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007454.jpg,448x640,"1 person, 1 skateboard",376.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007457.jpg,480x640,2 broccolis,624.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007462.jpg,448x640,2 birds,439.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007470.jpg,480x640,"1 person, 2 potted plants, 2 beds, 1 tv, 1 refrigerator",457.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007493.jpg,480x640,"1 toilet, 1 sink",453.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007514.jpg,448x640,2 traffic lights,241.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007537.jpg,640x480,"1 person, 1 tennis racket",403.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007543.jpg,480x640,(no detections),421.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007554.jpg,448x640,2 traffic lights,469.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007561.jpg,480x640,"2 cars, 1 traffic light",466.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007578.jpg,448x640,2 clocks,457.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007586.jpg,448x640,"5 persons, 3 bicycles, 2 cars, 3 motorcycles, 2 traffic lights",453.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007591.jpg,544x640,"1 person, 1 tennis racket",469.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007609.jpg,640x448,6 donuts,434.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007636.jpg,480x640,"2 persons, 2 backpacks, 1 baseball glove",468.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007640.jpg,480x640,"2 persons, 1 car, 4 motorcycles, 1 backpack",466.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007641.jpg,512x640,"2 persons, 1 car, 1 truck, 2 kites",473.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007647.jpg,480x640,"3 airplanes, 1 truck",440.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007657.jpg,416x640,"1 person, 1 surfboard",449.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007680.jpg,480x640,"2 persons, 7 wine glasss, 1 chair, 1 cell phone",390.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007693.jpg,640x480,"2 persons, 1 frisbee",460.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007715.jpg,640x448,"1 person, 2 books",483.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007734.jpg,608x640,"1 person, 1 bottle",491.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007750.jpg,448x640,"1 bus, 1 truck, 2 dogs",375.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007751.jpg,448x640,3 zebras,463.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007754.jpg,480x640,"1 person, 1 cat, 1 bowl, 1 tv",533.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007764.jpg,448x640,2 buss,417.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007775.jpg,448x640,"20 persons, 1 skis",404.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007821.jpg,480x640,1 bird,350.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007841.jpg,640x640,"6 persons, 1 bus, 4 dogs",414.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007843.jpg,480x640,"2 cows, 6 zebras",474.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007848.jpg,448x640,"4 persons, 1 cake, 2 chairs",440.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007866.jpg,640x480,1 motorcycle,450.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007881.jpg,384x640,"6 persons, 1 car, 5 motorcycles, 2 trucks",486.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007895.jpg,448x640,"5 cars, 1 truck",539.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007904.jpg,512x640,"1 chair, 1 refrigerator",411.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007907.jpg,480x640,"3 persons, 1 sports ball, 1 tennis racket",439.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007928.jpg,480x640,"1 person, 1 handbag, 2 bottles",447.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007951.jpg,448x640,"1 boat, 1 sheep, 2 cows",472.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007959.jpg,480x640,"1 person, 1 bottle, 2 cups, 2 forks, 1 dining table",447.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007995.jpg,480x640,"1 person, 1 tie, 1 chair",430.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000007998.jpg,448x640,"5 tvs, 1 keyboard, 1 oven, 1 sink, 1 refrigerator, 2 clocks",433.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008013.jpg,416x640,1 airplane,567.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008034.jpg,640x480,"1 potted plant, 1 toilet, 1 sink, 1 vase",469.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008046.jpg,640x448,"1 person, 1 knife, 1 cake, 1 dining table",430.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008048.jpg,480x640,2 dogs,535.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008082.jpg,384x640,"1 train, 1 traffic light",454.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008097.jpg,480x640,1 cow,389.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008104.jpg,640x448,"1 toilet, 1 sink",443.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008116.jpg,640x608,"2 persons, 1 airplane, 2 backpacks",451.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008125.jpg,480x640,"1 potted plant, 1 teddy bear",492.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008147.jpg,448x640,"1 person, 1 remote",444.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008221.jpg,480x640,"2 persons, 1 car, 4 traffic lights, 2 handbags",414.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008233.jpg,480x640,"14 persons, 1 backpack, 2 handbags, 2 kites",444.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008242.jpg,640x576,"1 tv, 1 keyboard",557.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008246.jpg,640x448,"1 person, 1 toothbrush",504.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008247.jpg,480x640,3 trains,448.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008258.jpg,640x480,(no detections),458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008269.jpg,640x448,"1 person, 1 snowboard",460.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008271.jpg,448x640,1 bird,445.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008301.jpg,480x640,"9 persons, 2 skateboards",409.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008322.jpg,448x640,"3 persons, 3 dogs, 1 bottle, 1 remote",436.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008326.jpg,480x640,"4 persons, 2 umbrellas",567.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008359.jpg,640x448,"20 persons, 4 motorcycles",393.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008413.jpg,544x640,"4 persons, 6 boats, 4 umbrellas, 7 chairs",513.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008424.jpg,480x640,"1 person, 1 teddy bear",414.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008441.jpg,448x640,4 cows,441.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008447.jpg,480x640,"1 handbag, 2 chairs, 1 couch, 1 tv, 1 vase",502.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008497.jpg,640x640,"1 cup, 1 fork, 1 bowl, 1 pizza, 1 dining table",433.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008500.jpg,640x640,"1 person, 1 dog, 8 sheeps, 1 sports ball",425.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008501.jpg,448x640,"1 person, 1 horse",573.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008516.jpg,448x640,"9 persons, 7 cars, 2 buss",524.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008523.jpg,640x448,1 bench,427.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008528.jpg,416x640,"17 persons, 1 motorcycle",472.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008530.jpg,512x640,1 bird,435.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008537.jpg,448x640,1 toilet,452.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008590.jpg,480x640,"2 persons, 3 knifes, 1 sandwich, 1 pizza, 1 dining table",463.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008601.jpg,448x640,"10 persons, 1 sports ball, 2 baseball bats, 1 baseball glove",490.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008609.jpg,480x640,"1 person, 1 giraffe",420.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008663.jpg,640x640,1 cell phone,434.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008692.jpg,640x448,"1 car, 2 parking meters",520.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008798.jpg,480x640,"1 cat, 1 bowl",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008802.jpg,640x448,"1 person, 1 bench, 1 skateboard, 1 bottle",420.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008808.jpg,640x640,"3 persons, 2 skiss",451.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008826.jpg,640x512,1 sheep,432.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008833.jpg,480x640,"1 person, 1 cat, 1 backpack, 1 skis, 1 bottle, 1 couch",450.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008839.jpg,480x640,"14 persons, 1 umbrella, 1 cell phone",600.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008871.jpg,448x640,1 oven,469.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008874.jpg,448x640,"22 persons, 5 cars, 13 motorcycles, 1 truck, 1 traffic light, 2 bowls",422.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008898.jpg,448x640,"3 persons, 1 skis",441.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008903.jpg,544x640,1 zebra,416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008904.jpg,448x640,4 elephants,524.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008907.jpg,480x640,"5 bottles, 3 cups, 1 sandwich, 1 dining table",547.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008916.jpg,640x480,"1 car, 2 parking meters",573.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008969.jpg,480x640,"3 bottles, 1 bowl, 1 orange, 1 pizza, 1 dining table",461.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008970.jpg,480x640,"16 persons, 1 train, 2 handbags",492.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008974.jpg,480x640,"3 persons, 4 chairs, 1 tv, 5 remotes, 1 clock",462.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008976.jpg,480x640,"3 persons, 5 cars, 1 truck, 1 snowboard",471.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008985.jpg,448x640,"1 person, 1 surfboard",414.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008993.jpg,480x640,"1 cup, 4 bowls, 2 bananas, 1 tv, 2 microwaves, 1 vase",400.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000008997.jpg,480x640,2 boats,426.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009004.jpg,480x640,3 cell phones,421.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009021.jpg,448x640,"3 backpacks, 2 suitcases",473.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009043.jpg,640x448,"1 person, 1 car, 1 frisbee",472.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009046.jpg,480x640,"1 cat, 1 cup",419.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009053.jpg,480x640,"2 persons, 1 car, 1 kite",446.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009073.jpg,480x640,"1 cat, 1 cup, 1 laptop, 1 mouse, 1 keyboard, 1 clock",470.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009089.jpg,480x640,"1 bench, 1 zebra",413.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009092.jpg,640x448,1 toilet,451.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009098.jpg,448x640,"9 persons, 5 bicycles, 2 cars, 1 bench, 2 backpacks, 1 handbag, 1 cup",447.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009104.jpg,640x448,"1 traffic light, 1 clock",456.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009124.jpg,480x640,"1 person, 1 bed",505.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009139.jpg,640x448,"1 person, 1 tennis racket",470.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009143.jpg,512x640,"3 persons, 1 umbrella, 1 tie",480.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009144.jpg,448x640,"1 person, 2 skiss",469.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009147.jpg,640x384,"1 person, 1 cup, 1 pizza, 1 refrigerator",474.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009152.jpg,480x640,1 fire hydrant,505.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009179.jpg,448x640,"2 persons, 2 ties, 6 books",401.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009181.jpg,640x480,"8 persons, 2 motorcycles",449.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009191.jpg,640x448,10 cakes,463.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009207.jpg,480x640,10 cars,390.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009224.jpg,480x640,"2 persons, 5 chairs, 1 couch, 2 remotes",458.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009232.jpg,480x640,"1 cup, 5 bowls, 1 donut, 1 dining table",440.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009242.jpg,480x640,8 horses,498.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009255.jpg,384x640,1 airplane,323.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009257.jpg,448x640,11 zebras,416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009264.jpg,640x512,"1 bowl, 2 sandwichs, 5 cakes",467.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009279.jpg,640x448,"5 persons, 2 bottles, 1 knife, 3 cakes, 1 dining table",546.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009284.jpg,640x640,"3 apples, 6 oranges, 1 chair",468.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009299.jpg,640x480,3 persons,469.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009308.jpg,640x480,2 pizzas,444.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009309.jpg,448x640,9 cows,482.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009347.jpg,640x448,1 clock,463.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009352.jpg,448x640,"3 persons, 1 suitcase",425.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009386.jpg,640x512,"1 cat, 1 toilet",432.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009390.jpg,640x480,2 clocks,436.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009410.jpg,480x640,6 donuts,519.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009431.jpg,480x640,"5 chairs, 2 couchs, 5 potted plants, 1 dining table, 1 book",480.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009439.jpg,448x640,(no detections),419.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009455.jpg,640x448,"1 person, 1 bench, 1 skateboard",463.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009459.jpg,448x640,"1 person, 1 tv, 1 remote",547.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009470.jpg,480x640,"1 person, 1 giraffe",486.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009480.jpg,448x640,"3 persons, 2 cups, 1 dining table, 1 book",416.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009502.jpg,480x640,"17 persons, 4 boats, 5 umbrellas, 1 teddy bear",437.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009523.jpg,448x640,"3 persons, 1 car, 3 buss",471.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009526.jpg,448x640,"1 person, 1 bottle, 1 cup, 1 dining table",489.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009529.jpg,640x384,"1 stop sign, 7 suitcases",456.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009530.jpg,544x640,"1 person, 1 motorcycle",551.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009549.jpg,448x640,"11 persons, 1 umbrella, 1 frisbee, 3 sports balls, 1 chair",375.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009560.jpg,288x640,"1 airplane, 1 truck",418.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009564.jpg,416x640,"8 persons, 1 airplane, 1 dog, 1 horse, 1 cow",555.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009579.jpg,640x608,"3 persons, 1 car, 1 skateboard",458.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009580.jpg,640x480,3 giraffes,425.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009601.jpg,448x640,1 cell phone,458.1ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009641.jpg,480x640,"1 person, 2 chairs",463.0ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009662.jpg,480x640,"1 person, 1 train",452.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009666.jpg,448x640,"6 persons, 3 bottles, 7 cups, 1 bowl",462.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009674.jpg,448x640,"1 person, 2 skateboards",450.3ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009676.jpg,480x640,"1 boat, 1 bench, 1 chair",476.5ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009703.jpg,480x640,"3 zebras, 2 giraffes",449.7ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009704.jpg,480x640,"3 persons, 3 cars, 2 buss, 1 traffic light",436.2ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009776.jpg,640x640,"2 persons, 1 tie",505.9ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009793.jpg,448x640,"1 potted plant, 2 beds",424.8ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009839.jpg,448x640,"2 persons, 1 car, 1 truck, 1 bench, 1 umbrella",460.4ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009841.jpg,448x640,"1 cat, 1 bottle, 1 cup, 1 sink",438.6ms
C:\Users\amardeep\Desktop\CODE\yolov5\data\images\000000009883.jpg,480x640,"1 person, 1 traffic light, 1 toilet, 1 sink",425.6ms
